words,frequency
dayri,4
dayrin,29
dayrina,1
dayris,1
dayrisee,3
dayriye,3
dayriyeen,5
dayriyo,3
dayrkii,3
dayrnaa,1
dayro,16
dayroo,3
dayrsad,1
dayrsan,3
dayrsanaan,2
dayrsanaansho,1
dayrsasho,2
dayrsheen,1
dayrshey,1
dayrsi,1
dayrso,1
dayrta,26
dayrtan,3
dayrtii,5
dayrtiyo,1
dayrtoo,1
dayruu,1
dayruwaha,1
daysa,2
daysaa,11
daysaan,3
daysay,63
daysayee,1
daysee,3
dayside,1
dayso,5
daysoe,1
daystaa,3
daystee,11
dayuurad,6
dayuuradaha,4
dayuxu,1
dbay,6
dbi,6
dbo,2
dcay,1
dci,1
dd,1
ddaa,2
dday,328
ddayd,2
ddo,15
ddodyo,7
deaf,1
dear,1
death,1
deb,4
debac,2
debacsamid,1
debacsan,8
debacsanaan,2
debacsanow,1
debadee,1
debbir,1
debca,1
debcay,1
debci,1
debcid,4
debcin,1
debdemis,1
debec,6
debeclaaan,1
debecsamid,2
debecsan,11
debecsanaan,7
debecsanow,2
debed,3
debin,1
debrid,1
debweyn,1
december,1
ded,7
deda,1
dedaaaal,3
dedaal,5
dedaalid,2
dedaayee,1
dedan,23
dedani,1
dedanyey,1
deday,3
dedayaa,3
dedayoo,1
dedaysnaaye,1
deddan,1
deddanaan,1
deddanaansho,1
deddatir,2
deddatirid,1
deddeg,2
deddegid,1
deddegsan,1
deddegsanaan,1
deddegsanaansho,1
deddegsiinyo,1
deddeji,1
deddejin,3
deddejis,2
deddo,2
deddoo,2
deddoobid,1
deddood,1
deddow,2
dedeb,1
dedeji,5
dedejin,2
dedejinta,1
dedejiya,1
dedid,8
dedidda,2
dedka,3
dedmid,2
dednaan,3
dednaansho,1
dedo,11
dee,3
deeaqaha,1
deeb,4
deebaaji,1
deebaan,1
deebaani,1
deebaaq,3
deebi,1
deebin,1
deebiyo,2
deebsan,1
deebsanaan,1
deebsanaansho,1
deed,3
deedifee,1
deeg,2
deegaamee,1
deegaameyn,1
deegaami,1
deegaamin,1
deegaan,33
deegaani,1
deegaanka,13
deegaankiisa,1
deegaanta,6
deeganka,1
deegdee,1
deegid,1
deejiyaheedii,1
deel,10
deelalaay,7
deeldeel,1
deelno,1
deelo,1
deelqaaf,6
deelqaafi,1
deemadeeda,3
deen,1
deenahoo,3
deenso,2
deeq,91
deeqa,126
deeqaa,1
deeqaay,47
deeqadeyda,1
deeqaha,6
deeqay,23
deeqbaxshee,1
deeqda,20
deeqdaa,7
deeqdaada,15
deeqdaay,1
deeqdaran,1
deeqdarnaan,1
deeqdarnaansho,1
deeqdarno,1
deeqday,9
deeqdaya,3
deeqdayda,1
deeqdaydu,1
deeqdaye,9
deeqdayee,1
deeqdayoo,3
deeqde,1
deeqdee,103
deeqdeen,1
deeqdey,29
deeqdii,1
deeqdiisa,1
deeqdiisu,3
deeqdo,3
deeqdoo,9
deeqe,1
deeqee,31
deeqeey,1
deeqi,9
deeqid,7
deeqiloo,1
deeqin,1
deeqine,5
deeqiyo,7
deeqlaha,1
deeqlay,1
deeqle,1
deeqnaa,3
deeqo,11
deeqoo,19
deeqoow,5
deeqooy,1
deeqow,7
deeqoy,3
deeqsi,10
deeqsii,16
deeqsiin,4
deeqsiis,1
deeqsiisaye,1
deeqsiiye,1
deeqsinima,3
deeqtoon,2
deeqtoonaan,1
deeqtoonaansho,1
deeqyada,1
deer,1
deeraaleey,5
deerada,9
deeraleey,9
deercadkisii,3
deero,5
deetaye,1
deexad,1
deexasho,1
deexday,1
deexdee,1
deexdiyo,1
deexdo,1
deexiyo,1
deexo,1
deexso,3
deey,1
deeyay,125
deeydayo,1
deeydii,1
deeye,1
deeyee,5
deeyhaaye,5
deeynba,1
deeynin,3
deeyr,1
deeyreed,3
deeyroo,5
deeysaye,3
deg,105
dega,9
degaa,3
degaamee,4
degaameyn,3
degaami,1
degaamin,1
degaan,50
degaandeg,1
degaanka,28
degaankiisa,4
degaankooda,2
degaayee,3
degad,1
degan,31
deganaa,3
deganaanta,3
deganaha,3
degane,1
deganide,1
degantahay,1
degasho,3
degatey,3
degay,18
degayaay,3
degayee,5
degayo,3
degaysee,1
degdeg,84
degdega,3
degdegga,1
degdegid,5
degdegine,7
degdegna,1
degdegoo,5
degdegsan,6
degdegsanaan,3
degdegsiinyo,7
degdeji,2
degdejin,2
degdejis,1
degeb,1
degee,5
degeee,1
degeen,1
degel,3
degelada,1
degelka,1
degelkii,3
degeltir,1
degen,7
degenaan,5
degenida,1
degenoo,1
degey,26
degeysaa,5
degeyso,3
deggaa,1
deggaanimo,3
deggan,47
degganaa,9
degganaan,17
degganaansho,3
degganaanta,3
degganayn,3
degganeyn,4
deggani,1
degganow,1
degganyahay,8
degganyihiin,1
deggen,2
deggoo,7
degi,5
degid,12
degin,20
degis,1
degitaan,1
degiyaa,3
degli,3
degmaataa,1
degmada,13
degmadaad,5
degmadii,5
degmo,12
degmooy,17
degmooyinka,8
degnee,1
degno,1
degnoo,1
dego,41
degoo,1
degree,2
degsan,5
degsanaan,1
degsanaansho,1
degsasho,2
degsiimo,1
degso,1
degta,7
degtaa,1
degtee,9
degto,1
degtoo,1
dei,2
deji,4
dejin,9
dejinaya,3
dejinta,3
dejis,1
dejiyey,4
dejiyo,7
deked,2
dekeda,4
dekedaha,7
dekedda,3
dekeddaas,1
dekeeyaana,1
dekel,1
deldaley,1
deldel,2
deldelaad,1
deldelan,1
deldelid,2
deldelnaan,1
deldelnaansho,1
delebka,4
deli,2
delidhac,2
della,2
delleg,1
dellegan,1
dellegnaan,1
dellegnaansho,1
delta,1
dembaab,5
dembaabi,4
dembaabid,2
dembaabin,5
dembaabsii,2
dembaaji,1
dembaajin,1
dembi,34
dembidhaaf,5
dembidhaafid,3
dembiga,1
dembiile,1
dembitir,2
dembitirid,4
dembiyada,1
demi,1
demid,1
demin,3
demis,1
demokarasiya,1
demokarasiyad,1
den,1
denbaab,2
denbaabid,1
denbi,1
deni,1
denmark,1
densan,1
densanaan,2
depths,1
deqaay,5
deqoo,3
derajadda,1
derajo,3
derajooyinka,1
derbi,30
derbiga,2
derbiyada,3
derbiyadooda,1
derder,1
derderan,3
derderid,1
derdermid,1
derejee,1
derejeyn,1
derejo,10
deri,3
deridhacyee,1
derin,37
derinta,2
deris,25
deriska,6
deriskii,3
deriskunnool,1
deriskunnoole,2
deriskunool,6
deriskunoole,1
deriskunoolka,2
dermada,1
dermo,4
dermooyinka,5
derrin,1
derseenee,1
dersi,5
dersin,1
desibal,1
desibel,1
destiny,1
determiners,2
dewer,2
deweri,1
dewerid,1
dewerin,1
dewersad,1
dewersasho,1
dewersi,1
dewerso,1
dey,3
deyaan,3
deyayaa,1
deyd,6
deydayaa,3
deydayoo,1
deydeyaayee,3
deydeyga,1
deygaaga,1
deyhaa,1
deyid,3
deyilayd,3
deyl,2
deylan,1
deylnaan,1
deylnaansho,1
deymada,33
deymadaad,1
deymadaada,5
deymadaadiyo,1
deymadaadiyoo,1
deymadaadoo,1
deymadaan,1
deyman,1
deymbax,2
deymbixid,1
deymi,2
deymin,2
deymis,1
deymo,11
deymoobid,1
deymoon,1
deymoonayaa,1
deymow,2
deyn,87
deynayn,1
deyneny,1
deyney,5
deyneyn,1
deyni,1
deynin,12
deynle,1
deynlow,1
deynoobid,1
deynow,1
deynsad,1
deynsasho,1
deynso,1
deynta,8
deyooy,1
deyr,43
deyraa,5
deyraay,3
deyrada,3
deyradaa,1
deyran,1
deyrayee,1
deyree,3
deyreed,1
deyrin,5
deyrkii,49
deyro,1
deyroo,3
deyrood,3
deyrow,11
deyrtaan,3
deyrtada,3
deyrti,1
deysaa,3
deysaan,3
deysay,66
deysee,11
deyso,17
deysto,1
deystoo,1
dfay,5
dfi,4
dgay,3
dh,197
dha,1
dhaaaaaaaaaaminee,1
dhaaami,3
dhaaayahaygu,1
dhaab,2
dhaabad,2
dhaabadee,1
dhaabadeyn,1
dhaabadeysan,1
dhaabadeysnaan,1
dhaabadeysnaansho,1
dhaaban,2
dhaabane,1
dhaabasho,1
dhaabay,1
dhaabdhaab,2
dhaabee,3
dhaabmey,1
dhaabnaan,1
dhaabnaansho,1
dhaabo,4
dhaabte,1
dhaabtey,1
dhaaclayn,2
dhaaclaysan,3
dhaaclaysnaan,5
dhaaclaysnaansho,1
dhaacle,2
dhaaclee,3
dhaad,3
dhaadan,2
dhaadanaadoo,1
dhaadanaayaay,1
dhaadanaayee,1
dhaadanayaa,3
dhaadanid,5
dhaadanida,1
dhaadanoo,3
dhaadasho,3
dhaadayee,1
dhaaddan,2
dhaaddanaan,1
dhaaddanaansho,1
dhaaddanow,1
dhaadee,1
dhaadeyn,1
dhaadhaamiyo,3
dhaadhac,9
dhaadhacay,7
dhaadhacaye,1
dhaadhacayee,1
dhaadhacayne,7
dhaadhacey,7
dhaadhacnee,1
dhaadheer,109
dhaadheeriyo,1
dhaadheerna,1
dhaadheeryihiin,2
dhaadhici,8
dhaadhicid,3
dhaadhicin,12
dhaadhicis,1
dhaadi,12
dhaadid,3
dhaadine,1
dhaadis,1
dhaadnaan,1
dhaadnaansho,1
dhaadniyo,1
dhaado,1
dhaaf,68
dhaafa,4
dhaafaa,23
dhaafaan,8
dhaafaaye,1
dhaafana,3
dhaafasadaa,1
dhaafay,44
dhaafayn,1
dhaafaynee,1
dhaafdhaaf,1
dhaafdhaafi,1
dhaafdhaafsan,1
dhaafdhaafsanaan,1
dhaafdhaafsanaansho,1
dhaafe,3
dhaafee,67
dhaafeen,43
dhaafeeyn,3
dhaafey,7
dhaafeyn,7
dhaafi,31
dhaafid,22
dhaafidda,2
dhaafin,49
dhaafinayayee,1
dhaafine,15
dhaafinee,1
dhaafis,1
dhaafisaan,1
dhaafiyaay,1
dhaafiyay,3
dhaafiyee,1
dhaafiyo,15
dhaafka,9
dhaafna,1
dhaafnaa,7
dhaafnee,9
dhaafney,1
dhaafnoo,3
dhaafo,12
dhaafoo,13
dhaafoon,1
dhaafsad,1
dhaafsadaa,5
dhaafsaday,5
dhaafsadeen,1
dhaafsado,2
dhaafsamay,1
dhaafsan,6
dhaafsanaa,1
dhaafsanaan,1
dhaafsanayn,3
dhaafsanee,5
dhaafsanmaayo,1
dhaafsasho,5
dhaafshaa,1
dhaafshaan,3
dhaafshee,9
dhaafshey,7
dhaafsi,2
dhaafsii,1
dhaafsiin,3
dhaafsiis,1
dhaafsiisan,3
dhaafsiisnaan,1
dhaafsiisnaansho,1
dhaaftaa,15
dhaaftaan,3
dhaaftaana,1
dhaaftaay,3
dhaaftana,3
dhaaftay,3
dhaaftee,23
dhaaftey,15
dhaaftid,3
dhaaftidee,3
dhaaftiyo,1
dhaafto,3
dhaaftoo,11
dhaafuu,3
dhaafyayee,1
dhaafyee,1
dhaafyey,1
dhaag,1
dhaagid,2
dhaahayaha,1
dhaaji,1
dhaajin,3
dhaalcayn,1
dhaalcaysan,1
dhaalcaysnaan,1
dhaalcaysnaansho,1
dhaalce,1
dhaalcee,1
dhaamaantood,1
dhaaman,1
dhaameel,1
dhaameelka,1
dhaameelso,1
dhaami,1
dhaamin,1
dhaamis,1
dhaamisaa,3
dhaamnaan,1
dhaamnaansho,1
dhaan,12
dhaandhaami,1
dhaandhaamid,1
dhaandhaamin,1
dhaandhaamis,1
dhaandhaan,7
dhaankaan,1
dhaankii,7
dhaano,5
dhaansad,1
dhaansadaa,3
dhaansaday,1
dhaansado,3
dhaansan,1
dhaansanaan,1
dhaansanaansho,1
dhaansanayaan,1
dhaansanow,1
dhaansasho,2
dhaansee,3
dhaanshaa,1
dhaanshey,3
dhaansho,3
dhaanshoo,13
dhaansi,1
dhaanso,1
dhaanta,17
dhaantaay,3
dhaantaaye,1
dhaantaayee,1
dhaantada,16
dhaantadaa,3
dhaantadu,17
dhaantamay,3
dhaantee,4
dhaantey,1
dhaantide,3
dhaantiyo,17
dhaanto,5
dhaar,23
dhaaran,3
dhaaranaayaa,1
dhaaranlahaa,1
dhaaranoo,1
dhaarasho,5
dhaardheer,2
dhaari,9
dhaarin,1
dhaariyee,9
dhaaro,8
dhaarsad,1
dhaarsadey,3
dhaarsado,1
dhaarsan,2
dhaarsanaan,1
dhaarsanaansho,1
dhaarsanaaye,1
dhaarsanahayoo,1
dhaarshee,3
dhaarshey,1
dhaarso,1
dhaarta,1
dhaartaa,3
dhaartee,5
dhaartii,1
dhaarto,1
dhaaryid,2
dhaashaday,1
dhaashado,3
dhaashan,1
dhaashasho,1
dhaashi,3
dhaashiyo,3
dhaasho,1
dhaashoo,1
dhaashtaa,3
dhaashto,1
dhaata,1
dhaataa,1
dhaataaye,1
dhaatee,1
dhaatiyo,1
dhaatoow,1
dhaatow,3
dhaaw,4
dhaawac,90
dhaawaca,13
dhaawacaa,3
dhaawacaagee,1
dhaawacaagii,3
dhaawacan,6
dhaawacay,23
dhaawacaygii,5
dhaawacayo,1
dhaawacey,3
dhaawaciina,3
dhaawaciyo,1
dhaawacma,1
dhaawacmid,3
dhaawacnaa,1
dhaawacnaan,1
dhaawacnaansho,1
dhaawacoo,1
dhaawan,2
dhaawanaan,3
dhaawanaansho,1
dhaawasho,2
dhaawicid,2
dhaawicii,5
dhaawiciisii,3
dhaawid,4
dhaawis,1
dhaawo,2
dhaaxa,2
dhaaxaa,1
dhaaxaad,5
dhaaxaan,25
dhaaxaanu,3
dhaaxey,1
dhaaxo,1
dhaay,1
dhaayaaha,1
dhaayaha,31
dhaayahaad,3
dhaayahayga,1
dhaayahaygaay,3
dhaayahaygay,1
dhaayahaygii,1
dhaayahaygiiye,1
dhaayahaygoow,1
dhaayahaygu,1
dhaayahu,11
dhaayhay,1
dhaayihii,11
dhaayihiisu,1
dhaayihiyo,3
dhaayo,5
dhaaysi,1
dhaayuhu,9
dhaayuhuna,1
dhab,131
dhaba,16
dhabaa,1
dhabaabacayn,2
dhabaabacaynee,1
dhabaabacays,1
dhabaabacee,1
dhabaabaceeyaan,1
dhabaabaco,2
dhabaalayn,1
dhabaale,3
dhabaalee,1
dhabaalo,1
dhabaalyee,1
dhabaalyeyn,1
dhabaalyo,1
dhabaan,1
dhabaanada,3
dhabaandhaw,2
dhabaandhebid,1
dhabaayoo,1
dhabab,5
dhababaceeyee,1
dhababan,1
dhababid,1
dhababnaan,1
dhababnaansho,1
dhababoobey,3
dhababoon,3
dhabacaaya,1
dhabad,1
dhabada,5
dhabadeed,1
dhabadka,1
dhabaha,3
dhabahaad,1
dhabahoo,1
dhaban,44
dhabana,1
dhabanada,17
dhabanadaadiyo,3
dhabanadaaduye,1
dhabanadan,1
dhabanaduu,1
dhabanahaysiyo,3
dhabaniyo,1
dhabanka,6
dhabankaaga,5
dhabankaagee,3
dhabankaagu,1
dhabankaan,1
dhabankayga,3
dhabankee,5
dhabankeeda,1
dhabankeyga,1
dhabankiyo,1
dhabankiyu,5
dhabannaanee,1
dhabannada,3
dhabannahayn,1
dhabannahays,1
dhabanta,1
dhabantaan,1
dhabanyadaada,1
dhabaq,7
dhabaqday,1
dhabaqdey,3
dhabaqee,1
dhabaqsado,1
dhabaqsan,2
dhabaqsanaan,1
dhabaqsanaansho,1
dhabaqso,1
dhabaqtir,2
dhabaqtiran,1
dhabaqtirid,1
dhabaqtirnaan,1
dhabaqtirnaansho,1
dhabar,42
dhabaradag,1
dhabaradayg,2
dhabaradkaan,2
dhabaradkaansho,1
dhabarayoo,3
dhabarayoon,1
dhabargaraac,3
dhabargaraacasho,1
dhabargaraacid,1
dhabargaraaco,2
dhabarjab,2
dhabarjabid,1
dhabarjebi,1
dhabarjebin,1
dhabarjebis,1
dhabarjeedi,1
dhabarjeedin,1
dhabarjeedis,1
dhabarka,66
dhabarkaaga,15
dhabarkana,3
dhabarkeeda,2
dhabarkii,3
dhabarkiisu,3
dhabarkiyo,21
dhabarku,9
dhabarkuu,1
dhabarlada,1
dhabarlow,5
dhabarta,2
dhabarteeydu,1
dhabaryoon,1
dhabashadiyo,1
dhabasho,1
dhabataaye,3
dhabataqaa,3
dhabataysad,1
dhabataysasho,3
dhabataysi,2
dhabatayso,1
dhabato,3
dhabay,3
dhabayoo,1
dhabbac,4
dhabbacan,3
dhabbacasho,4
dhabbacnaan,1
dhabbacnaansho,1
dhabbaco,2
dhabbadaan,3
dhabbaggal,2
dhabbaggelid,2
dhabbaha,1
dhabbaqee,1
dhabbaqoo,1
dhabbe,11
dhabbee,1
dhabbicid,1
dhabbis,2
dhabbisid,1
dhabbo,5
dhabbodaada,3
dhabcaal,4
dhabcaalad,1
dhabcaan,1
dhabcan,1
dhabdarro,1
dhabdarroo,1
dhabee,1
dhabeel,5
dhabeelow,1
dhabeeyoo,3
dhabey,13
dhabgeli,1
dhabi,19
dhabiga,3
dhabigaa,1
dhabigeena,3
dhabigii,7
dhabiil,2
dhabiilid,1
dhabiiltamid,1
dhabiiltan,2
dhabiyo,1
dhabji,1
dhabjin,1
dhabjis,1
dhabkuu,3
dhabnaan,1
dhabnaansho,1
dhabnimadiisa,1
dhabo,6
dhaboo,3
dhaboodoo,1
dhabow,1
dhabowdaye,1
dhabqalallee,1
dhabqalallo,1
dhabqi,2
dhabqin,4
dhabqinin,1
dhabqinoo,1
dhabqis,1
dhabta,111
dhabtaada,19
dhabtaadaa,1
dhabtaadana,1
dhabtaan,1
dhabteyda,3
dhabti,5
dhabtii,19
dhabtiyo,1
dhabtoodoo,1
dhabtuu,11
dhabuhuu,5
dhabuulaq,1
dhabuun,3
dhabxanag,3
dhabxanagga,1
dhac,47
dhaca,335
dhacaa,17
dhacaaga,3
dhacaamid,1
dhacaan,71
dhacaanka,6
dhacaankeeda,1
dhacaankiisa,1
dhacaaya,1
dhacaayaa,3
dhacaayee,3
dhacaayey,1
dhacaayiyo,1
dhacaayo,1
dhacaayoo,3
dhacadiid,2
dhacadiidid,3
dhacadiidsad,1
dhacadiidsasho,5
dhacadiidsi,1
dhacadiidso,2
dhacahayee,1
dhacama,1
dhacamaggal,1
dhacami,1
dhacamin,1
dhacamis,1
dhacamo,3
dhacan,9
dhacana,3
dhacanka,1
dhacantee,11
dhacar,6
dhacarad,1
dhacarantee,1
dhacarasho,4
dhacarato,3
dhacari,1
dhacarin,1
dhacaris,1
dhacariyo,1
dhacaro,2
dhacarsad,1
dhacarsasho,1
dhacarsato,1
dhacarsi,1
dhacarso,1
dhacarta,1
dhacay,284
dhacaya,15
dhacayaa,15
dhacayaaba,1
dhacayaan,14
dhacayba,1
dhacaye,1
dhacayee,7
dhacayiyo,1
dhacayo,8
dhacayoo,11
dhacaysa,2
dhacaysaa,3
dhacaysee,9
dhacaysiyo,3
dhacayso,12
dhacda,71
dhacdaa,24
dhacdadaan,3
dhacdadii,1
dhacdadiiyo,1
dhacdarana,1
dhacday,45
dhacdayee,1
dhacdee,3
dhacdey,7
dhacdhac,3
dhacdhaco,1
dhacdhicid,2
dhacdiid,3
dhacdiidid,1
dhacdiidsad,1
dhacdiidso,1
dhacdo,81
dhacdoo,1
dhacdooyin,6
dhacdooyinka,4
dhacee,9
dhaceen,5
dhaceenee,1
dhaceeysaa,3
dhaceeysoo,3
dhacey,26
dhaceysee,1
dhaci,1
dhaciyio,1
dhaciyo,3
dhaclaha,6
dhaclahiyo,3
dhaclayn,1
dhaclaysan,1
dhaclaysiyo,3
dhaclaysnaansho,1
dhacle,7
dhaclee,1
dhacleeysaan,1
dhacmaggal,1
dhacmi,2
dhacmin,2
dhacnaan,1
dhacnaansho,1
dhaco,105
dhacoo,9
dhacsaal,1
dhacsad,1
dhacsadayoo,3
dhacsan,1
dhacsanaan,1
dhacsanaansho,1
dhacsasho,2
dhacsi,1
dhacsii,1
dhacsiin,4
dhacsiis,1
dhacsiiyo,3
dhacso,1
dhacyaana,1
dhacyee,1
dhacyoo,1
dhad,3
dhadaambi,2
dhadaambiyid,2
dhaday,2
dhaddig,21
dhaddigee,1
dhaddigeyn,1
dhaddignimo,1
dhaddigood,1
dhadh,1
dhadhaab,34
dhadhaabada,2
dhadhaabaha,18
dhadhaabanee,3
dhadhaabbuu,1
dhadhaabeed,6
dhadhaablakabeed,1
dhadhaabo,12
dhadhaabta,2
dhadhaar,3
dhadhaarad,2
dhadhaaran,1
dhadhaarasho,1
dhadhaarid,1
dhadhaarnaan,1
dhadhaarnaansho,1
dhadhab,9
dhadhabay,1
dhadhabayaa,15
dhadhabayaayeey,3
dhadhabayee,3
dhadhabayoo,7
dhadhabayoon,5
dhadhabayooo,1
dhadhabee,1
dhadhabid,1
dhadhabka,1
dhadhaboyoon,1
dhadhamada,1
dhadhamarraac,1
dhadhami,36
dhadhamid,4
dhadhamin,11
dhadhaminee,3
dhadhamis,1
dhadhamisaa,5
dhadhamiyaa,5
dhadhamiyo,1
dhadhamiyoo,3
dhadhamo,5
dhadhan,46
dhadhanka,8
dhadhankiisa,3
dhadhankooda,5
dhadhankoodii,2
dhadhannada,1
dhadhansad,1
dhadhansado,1
dhadhansasho,14
dhadhanshee,1
dhadhansi,1
dhadhansii,5
dhadhansiin,8
dhadhansiis,1
dhadhanso,5
dhadhemi,1
dhadhemid,1
dhadhemin,1
dhadhemis,1
dhadhemo,1
dhadhen,2
dhadhensad,1
dhadhensasho,1
dhadhensii,1
dhadhensiin,1
dhadhensiis,1
dhadhenso,1
dhadhey,1
dhadhoodiyaayoo,1
dhadi,1
dhadid,3
dhadig,3
dhadiga,1
dhadigii,1
dhadiyo,1
dhado,5
dhaf,2
dhafaa,3
dhafaag,1
dhafaan,3
dhafaaq,1
dhafan,12
dhafanyahay,6
dhafanyihiin,3
dhafar,5
dhafarka,1
dhafarsan,1
dhafarsanaan,1
dhafarsanaansho,1
dhafaruur,1
dhafay,3
dhafdhaf,1
dhafid,3
dhafin,1
dhafine,3
dhafka,1
dhafma,1
dhafmaan,1
dhafnaan,1
dhafnaansho,1
dhafoo,3
dhafoor,2
dhafooradu,3
dhafoorkay,1
dhafri,1
dhafrid,1
dhafrin,1
dhafris,1
dhafrisan,1
dhafrisanaan,1
dhafrisanaansho,1
dhaftee,1
dhafureey,3
dhag,31
dhaga,11
dhagaa,1
dhagaalaha,1
dhagaati,1
dhagac,11
dhagaha,15
dhagahaan,1
dhagaheeyga,1
dhagan,1
dhagankiyo,1
dhagar,39
dhagari,2
dhagariyo,1
dhagarley,1
dhagarlow,1
dhagarqabe,3
dhagarre,1
dhagarrey,1
dhagarrow,1
dhagarta,1
dhagartiyo,1
dhagartuna,1
dhagaso,1
dhagatiray,1
dhagax,256
dhagaxa,21
dhagaxaa,1
dhagaxaas,1
dhagaxbaan,3
dhagaxda,4
dhagaxdhuxuleedka,1
dhagaxle,1
dhagaxnuuradeed,1
dhagaxyee,2
dhagaxyeyn,2
dhagaya,1
dhagaysato,1
dhagayso,1
dhagaystaa,1
dhagaystahaa,1
dhagee,1
dhageeniyo,1
dhageeysan,1
dhageeysoo,1
dhagehee,1
dhagey,3
dhageysan,9
dhageysee,1
dhageystee,1
dhageystiyo,3
dhagi,1
dhago,7
dhagoolaa,1
dhagoolaha,1
dhagoolka,1
dhagrid,2
dhagsii,1
dhagta,3
dhagtii,1
dhagtu,5
dhaguhu,3
dhaguhuna,3
dhagxaan,14
dhagxaanta,11
dhagxaantii,1
dhagxan,1
dhagxi,1
dhagxin,1
dhagxis,1
dhaha,23
dhahane,1
dhahar,3
dhaharbaan,3
dhahareed,1
dhahday,1
dhaho,2
dhahoo,3
dhaji,4
dhajibka,1
dhajin,2
dhajis,2
dhakaaci,1
dhakaarka,1
dhakaaryee,1
dhakab,1
dhakad,1
dhakafaar,15
dhakafaari,3
dhakafaarid,6
dhakafaarin,3
dhakafaaris,2
dhakafaarkan,1
dhakafaarsan,3
dhakafaarsanaan,5
dhakafaarsanaansho,1
dhakan,1
dhakanaan,1
dhakanaansho,1
dhakasho,1
dhakhaa,3
dhakhaatiir,1
dhakhsad,2
dhakhsaha,15
dhakhsanayee,1
dhakhsasho,1
dhakhsi,2
dhakhsiinyo,1
dhakhso,55
dhakhtar,15
dhakhtaraaya,1
dhakhtarada,1
dhakhtaradii,1
dhakhtaradu,1
dhakhtarnimo,2
dhakhtarrada,1
dhako,3
dhakool,2
dhakoolaa,1
dhakoolayaaye,3
dhakoolid,1
dhakooraba,1
dhakso,3
dhaktar,1
dhaktharada,1
dhal,18
dhala,52
dhalaa,59
dhalaal,26
dhalaala,2
dhalaalaayo,1
dhalaalay,1
dhalaalaya,3
dhalaalee,3
dhalaaleen,1
dhalaaley,1
dhalaaleybaa,5
dhalaali,2
dhalaalid,3
dhalaalin,4
dhalaalineeysoo,3
dhalaalineysoo,1
dhalaalis,1
dhalaalisee,1
dhalaaliso,2
dhalaaliyo,5
dhalaalkaa,1
dhalaalkaagu,1
dhalaalkee,1
dhalaalo,3
dhalaaloo,3
dhalaalyo,2
dhalaan,35
dhalaana,3
dhalaandhilo,1
dhalaandhuux,2
dhalaaniyo,3
dhalaanka,15
dhalaankeena,1
dhalaankooda,1
dhalaannimo,1
dhalaanoo,7
dhalaasha,1
dhalaashan,9
dhalaashanaan,1
dhalaashanaansho,1
dhalaashanka,1
dhalaashiyo,1
dhalaashoo,1
dhalaaye,1
dhalaayo,1
dhalad,51
dhalada,9
dhaladaad,1
dhaladka,1
dhaladkii,3
dhaladkiyo,1
dhaladoo,5
dhalal,2
dhalali,1
dhalalid,1
dhalalin,1
dhalaliso,1
dhalalo,1
dhalaloo,3
dhalalyo,1
dhalan,153
dhalanayo,2
dhalanayso,1
dhalanbaabi,1
dhalandhool,3
dhalandhooli,1
dhalandhoolid,1
dhalandhoolin,1
dhalandhoolis,1
dhalandhoolka,1
dhalandoona,3
dhalandoori,1
dhalandoorin,1
dhalandooris,1
dhalandoorsan,1
dhalandoorsanaan,1
dhalandoorsanaansho,1
dhalanin,1
dhalaniyo,1
dhalanka,3
dhalankaagu,1
dhalankeeda,1
dhalanmaayo,3
dhalanoo,3
dhalanrog,2
dhalanrogaa,1
dhalanrogan,2
dhalanrogay,1
dhalanrogid,1
dhalanrogmad,1
dhalanrogmasho,1
dhalanrogmo,1
dhalanrognaan,1
dhalanrognaansho,1
dhalanta,1
dhalantaa,1
dhalantaalin,3
dhalanteed,50
dhalanteedka,1
dhalanteedku,7
dhalanteedu,1
dhalanxumaan,3
dhalanxumaansho,1
dhalanxumi,1
dhalanxumo,1
dhalanxun,1
dhalashada,6
dhalashadaadaan,1
dhalashadaydii,1
dhalashadeed,1
dhalashadeenii,5
dhalashadeeniyo,5
dhalashadenii,1
dhalashadii,3
dhalashadiisaan,1
dhalashaduna,1
dhalashana,1
dhalashiyo,1
dhalasho,29
dhalata,22
dhalataay,17
dhalatay,15
dhalataye,7
dhalatayeey,3
dhalatayey,1
dhalatayoo,3
dhalatee,27
dhalateen,3
dhalatey,7
dhalatiyo,23
dhalatoo,23
dhalatooo,1
dhalay,182
dhalaya,2
dhalayaa,3
dhalayaan,5
dhalaybaan,3
dhalayee,3
dhalayeey,5
dhalayey,1
dhalayoo,13
dhalaysa,1
dhaldhalaal,4
dhaldhalaalid,2
dhaldhalaalka,1
dhaldhalaalkiyo,1
dhaldhaloo,1
dhalee,13
dhaleecayn,1
dhaleecee,1
dhaleeco,2
dhaleel,1
dhaleen,5
dhaleenoo,3
dhaley,15
dhaleyn,1
dhalfee,1
dhalfo,4
dhali,17
dhalid,15
dhalidda,3
dhaliil,23
dhaliila,1
dhaliilaha,1
dhaliilayow,1
dhaliilee,7
dhaliili,1
dhaliilid,1
dhaliiline,1
dhaliilna,1
dhaliiloo,1
dhaliishiyo,3
dhaliishuye,1
dhalin,84
dhalinta,3
dhalintaa,1
dhalintana,1
dhalinteenii,1
dhalintii,1
dhalintiyo,1
dhalintu,1
dhalintuna,1
dhalinyara,1
dhalinyarada,13
